accession	fonction	taille
AT5G62980	description:Dihydroneopterin	1261
AT5G62990	description:Ubiquitin	2070
AT5G62998		113
AT5G63000	description:Mitochondrial	1640
AT5G63010	description:Transducin/WD40	1500
AT5G63020	description:Disease	3058
AT5G63030	description:Thioredoxin	1517
AT5G63040	description:transmembrane	2230
AT5G63050	description:embryo	2591
AT5G63060	description:Sec14p-like	1942
AT5G63063	description:Plant	786
AT5G63070	description:Ribosomal	495
AT5G63080	description:2-oxoglutarate	2543
AT5G63085	description:Plant	541
AT5G63087	description:Plant	621
AT5G63090	description:Lateral	2457
AT5G63100	description:S-adenosyl-L-methionine-dependent	1429
AT5G63110	description:histone	2841
AT5G63120	description:P-loop	3642
AT5G63130	description:Octicosapeptide/Phox/Bem1p	1764
AT5G63135	description:transcription	1725
AT5G63140	description:purple	1763
AT5G63150		782
AT5G63160	description:BTB	2398
AT5G63170	description:GDSL-like	1397
AT5G63180	description:Pectin	2455
AT5G63190	description:MA3	3258
AT5G63200	description:tetratricopeptide	4136
AT5G63220	description:golgi-to-ER	2517
AT5G63225	description:Carbohydrate-binding	634
AT5G63230	description:Carbohydrate-binding	462
AT5G63240	description:Carbohydrate-binding	597
AT5G63250	description:Carbohydrate-binding	574
AT5G63260	description:Zinc	3022
AT5G63270	description:RPM1-interacting	782
AT5G63280	description:C2H2-like	2266
AT5G63290	description:Radical	1695
AT5G63300	description:Ribosomal	664
AT5G63310	description:nucleoside	2000
AT5G63320	description:nuclear	5291
AT5G63340		780
AT5G63350	description:von	1386
AT5G63370	description:Protein	3451
AT5G63375		447
AT5G63380	description:AMP-dependent	2816
AT5G63390	description:O-fucosyltransferase	2435
AT5G63400	description:adenylate	1987
AT5G63410	description:Leucine-rich	3344
AT5G63420	description:RNA-metabolising	5933
AT5G63440		2204
AT5G63450	description:cytochrome	1904
AT5G63460	description:SAP	2141
AT5G63470	description:nuclear	1599
AT5G63480	description:mediator	1386
AT5G63490	description:CBS	3872
AT5G63500	description:transmembrane	510
AT5G63510	CAL1	1904
AT5G63520	description:F-box/LRR	3305
AT5G63530	description:farnesylated	2944
AT5G63540	description:recQ-mediated	3655
AT5G63550	description:DEK	3559
AT5G63560	description:HXXXD-type	2108
AT5G63570	description:glutamate-1-semialdehyde-2,1-aminomutase	2045
AT5G63580	description:flavonol	1898
AT5G63590	description:flavonol	1729
AT5G63595	description:flavonol	1349
AT5G63600	description:flavonol	1774
AT5G63610	description:cyclin-dependent	2560
AT5G63620	description:GroES-like	2422
AT5G63625		1766
AT5G63630	description:P-loop	3480
AT5G63640	description:ENTH/VHS/GAT	4174
AT5G63650	description:SNF1-related	2465
AT5G63660	description:Scorpion	838
AT5G63670	description:SPT4	1654
AT5G63680	description:Pyruvate	2698
AT5G63690	description:Nucleic	927
AT5G63700	description:zinc	4057
AT5G63710	description:Leucine-rich	3320
AT5G63720	description:kokopelli	1738
AT5G63730	description:IBR	1606
AT5G63740	description:RING/U-box	680
AT5G63750	description:RING/U-box	1947
AT5G63760	description:RING/U-box	1955
AT5G63770	description:diacylglycerol	5217
AT5G63780	description:RING/FYVE/PHD	2766
AT5G63790	description:NAC	1394
AT5G63800	description:Glycosyl	5834
AT5G63810	description:beta-galactosidase	4455
AT5G63820		1317
AT5G63830	description:HIT-type	1567
AT5G63840	description:Glycosyl	4292
AT5G63850	description:amino	2719
AT5G63860	description:Regulator	5083
AT5G63870	description:serine/threonine	2246
AT5G63880	description:SNF7	1710
AT5G63890	description:histidinol	2775
AT5G63900	description:Acyl-CoA	1758
AT5G63905	description:transmembrane	746
AT5G63910	description:farnesylcysteine	2399
AT5G63920	description:topoisomerase	7014
AT5G63930	description:Leucine-rich	4924
AT5G63940	description:kinase	3484
AT5G63950	description:chromatin	6715
AT5G63960	description:DNA	7254
AT5G63970	description:Copine	2535
AT5G63980	description:SAL1	1800
AT5G63990	description:Inositol	2805
AT5G64000	description:Inositol	2006
AT5G64010	description:U2	1617
AT5G64020	description:TRICHOME	2400
AT5G64030	description:S-adenosyl-L-methionine-dependent	4607
AT5G64040	description:photosystem	1027
AT5G64050	description:glutamate	3377
AT5G64060	description:NAC	2334
AT5G64070	description:phosphatidylinositol	7596
AT5G64080	description:Bifunctional	1636
AT5G64090	description:hyccin	1855
AT5G64100	description:Peroxidase	1680
AT5G64110	description:Peroxidase	1993
AT5G64120	description:Peroxidase	1750
AT5G64130	description:cAMP-regulated	1894
AT5G64140	description:ribosomal	1453
AT5G64150	description:RNA	2463
AT5G64160	description:plant/protein	1780
AT5G64170	description:dentin	4357
AT5G64180	description:tropomyosin	1605
AT5G64190	description:neuronal	1728
AT5G64200	description:serine/arginine-rich	2439
AT5G64210	description:alternative	1961
AT5G64220	description:Calmodulin-binding	5969
AT5G64230	description:1,8-cineole	1712
AT5G64240	description:metacaspase	1796
AT5G64250	description:Aldolase-type	1901
AT5G64260	description:EXORDIUM	1690
AT5G64270	description:splicing	4747
AT5G64280	description:dicarboxylate	2575
AT5G64290	description:dicarboxylate	2723
AT5G64300	description:GTP	3158
AT5G64310	description:arabinogalactan	945
AT5G64320	description:Pentatricopeptide	2485
AT5G64330	description:Phototropic-responsive	3232
AT5G64340	description:transcription	2978
AT5G64350	description:FK506-binding	1555
AT5G64360	description:Chaperone	2431
AT5G64370	description:beta-ureidopropionase	2091
AT5G64380	description:Inositol	1960
AT5G64390	description:RNA-binding	4306
AT5G64395		95
AT5G64400	description:CHCH	1516
AT5G64401		161
AT5G64410	description:oligopeptide	4656
AT5G64420	description:DNA	5244
AT5G64430	description:Octicosapeptide/Phox/Bem1p	2260
AT5G64440	description:fatty	4906
AT5G64450	description:NYN	812
AT5G64460	description:Phosphoglycerate	2719
AT5G64470	description:trichome	1988
AT5G64480		962
AT5G64490	description:ARM	1083
AT5G64500	description:Major	3371
AT5G64510	description:tunicamycin	1981
AT5G64520	description:homolog	3228
AT5G64530	description:xylem	2073
AT5G64540	description:mucin-like	2605
AT5G64550	description:loricrin-like	3452
AT5G64560	description:magnesium	3013
AT5G64570	description:beta-D-xylosidase	3673
AT5G64580	description:AAA-type	4649
AT5G64590	description:NYN	869
AT5G64600	description:O-fucosyltransferase	3188
AT5G64610	description:histone	2509
AT5G64620	description:cell	1096
AT5G64630	description:Transducin/WD40	3235
AT5G64640	description:Plant	2706
AT5G64650	description:Ribosomal	1779
AT5G64660	description:CYS,	1642
AT5G64667	description:inflorescence	866
AT5G64670	description:Ribosomal	1826
AT5G64680	description:mediator-associated	1344
AT5G64687	description:ubiquinol	1347
AT5G64690	description:neurofilament	2077
AT5G64700	description:nodulin	2088
AT5G64710	description:Putative	3046
AT5G64720	description:Egg	528
AT5G64730	description:Transducin/WD40	2192
AT5G64740	description:cellulose	5695
AT5G64750	description:Integrase-type	2439
AT5G64760	description:regulatory	2806
AT5G64770	description:root	850
AT5G64780	description:holocarboxylase	1715
AT5G64790	description:O-Glycosyl	2271
AT5G64800	description:CLAVATA3/ESR-RELATED	757
AT5G64810	description:WRKY	1634
AT5G64813	description:Ras-related	2881
AT5G64816	description:thionin-like	1026
AT5G64820	description:transmembrane	524
AT5G64830	description:programmed	2085
AT5G64840	description:ral	3532
AT5G64850	description:sorbin/SH3	2016
AT5G64860	description:disproportionating	3706
AT5G64870	description:SPFH/Band	1952
AT5G64880	description:transmembrane	2054
AT5G64890	description:elicitor	1044
AT5G64900	description:	1098
AT5G64905	description:elicitor	518
AT5G64910	description:Serine/Threonine-kinase	3403
AT5G64920	description:COP1-interacting	1554
AT5G64930	description:CPR5	2714
AT5G64940	description:ABC2	4868
AT5G64950	description:Mitochondrial	1358
AT5G64960	description:cyclin	3621
AT5G64970	description:Mitochondrial	2638
AT5G64980	description:transcription	2526
AT5G64990	description:RAB	1437
AT5G65000	description:Nucleotide-sugar	2520
AT5G65005	description:Polynucleotidyl	814
AT5G65010	description:asparagine	3385
AT5G65020	description:annexin	1922
AT5G65030	description:nitric	659
AT5G65040	description:senescence-associated	944
AT5G65050	description:AGAMOUS-like	4181
AT5G65060	description:K-box	4103
AT5G65070	description:K-box	3931
AT5G65080	description:K-box	4736
AT5G65090	description:DNAse	2969
AT5G65100	description:Ethylene	1700
AT5G65110	description:acyl-CoA	3163
AT5G65120	description:DNA-directed	1964
AT5G65130	description:Integrase-type	1140
AT5G65140	description:Haloacid	2923
AT5G65158	description:Lipase/lipooxygenase,	928
AT5G65160	description:tetratricopeptide	2846
AT5G65165	description:succinate	1635
AT5G65170	description:VQ	2222
AT5G65180	description:ENTH/VHS	2704
AT5G65200	description:plant	1981
AT5G65205	description:NAD(P)-binding	1417
AT5G65207		517
AT5G65210	description:bZIP	3602
AT5G65220	description:Ribosomal	1517
AT5G65225		5294
AT5G65230	description:myb	1540
AT5G65240	description:Leucine-rich	4005
AT5G65250	description:transmembrane	1717
AT5G65260	description:RNA-binding	2844
AT5G65270	description:RAB	1616
AT5G65274	description:ARP2/3	660
AT5G65280	description:GCR2-like	2684
AT5G65290	description:LMBR1-like	5128
AT5G65300		971
AT5G65310	description:homeobox	2796
AT5G65320	description:basic	1557
AT5G65330	description:AGAMOUS-like	1077
AT5G65340	description:MIZU-KUSSEI-like	1196
AT5G65350	description:histone	614
AT5G65360	description:Histone	722
AT5G65370	description:ENTH/ANTH/VHS	1041
AT5G65380	description:MATE	3623
AT5G65390	description:arabinogalactan	966
AT5G65400	description:alpha/beta-Hydrolases	2017
AT5G65410	description:homeobox	1552
AT5G65420	description:CYCLIN	2523
AT5G65430	description:ral	2094
AT5G65440	description:transmembrane	5645
AT5G65450	description:ubiquitin-specific	3796
AT5G65460	description:kinesin	7567
AT5G65470	description:O-fucosyltransferase	3123
AT5G65480		1896
AT5G65490	description:suppressor-like	2516
AT5G65495		648
AT5G65500	description:U-box	3017
AT5G65510	description:AINTEGUMENTA-like	3820
AT5G65520	description:Tetratricopeptide	875
AT5G65530	description:Protein	2645
AT5G65540	description:transcription	2633
AT5G65550	description:UDP-Glycosyltransferase	1682
AT5G65560	description:Pentatricopeptide	3799
AT5G65570	description:Tetratricopeptide	2699
AT5G65580	description:transmembrane	308
AT5G65590	description:Dof-type	1487
AT5G65600	description:Concanavalin	2632
AT5G65609		1013
AT5G65610		1586
AT5G65613		341
AT5G65620	description:Zincin-like	3955
AT5G65630	description:global	3742
AT5G65640	description:beta	2255
AT5G65650	description:sugar	2104
AT5G65660	description:hydroxyproline-rich	1826
AT5G65670	description:indole-3-acetic	3136
AT5G65683	description:Zinc	3034
AT5G65685	description:UDP-Glycosyltransferase	3572
AT5G65687	description:Major	3192
AT5G65690	description:phosphoenolpyruvate	3427
AT5G65700	description:Leucine-rich	3679
AT5G65710	description:HAESA-like	3315
AT5G65720	description:nitrogen	2047
AT5G65730	description:xyloglucan	1801
AT5G65740	description:zinc	2076
AT5G65750	description:2-oxoglutarate	4564
AT5G65760	description:Serine	2817
AT5G65770	description:branched-chain	3957
AT5G65780	description:branched-chain	4714
AT5G65790	description:myb	1792
AT5G65800	description:ACC	2066
AT5G65810	description:transmembrane	2200
AT5G65820	description:Pentatricopeptide	1913
AT5G65830	description:receptor	1583
AT5G65840	description:Thioredoxin	2395
AT5G65850	description:F-box	1344
AT5G65860	description:ankyrin	1451
AT5G65870	description:phytosulfokine	1330
AT5G65880	description:transmembrane	1109
AT5G65890	description:ACT	3001
AT5G65900	description:DEA(D/H)-box	3282
AT5G65910	description:BSD	2068
AT5G65920	description:ARM	2356
AT5G65925		809
AT5G65930	description:kinesin-like	6590
AT5G65940	description:beta-hydroxyisobutyryl-CoA	2657
AT5G65950	description:trafficking	5212
AT5G65960	description:GTP	2099
AT5G65970	description:Seven	3339
AT5G65980	description:Auxin	2432
AT5G65990	description:Transmembrane	1690
AT5G66000		1048
AT5G66005	description:Expressed	1606
AT5G66010	description:RNA-binding	1508
AT5G66020	description:Phosphoinositide	3532
AT5G66030	description:Golgi-localized	5462
AT5G66040	description:sulfurtransferase	1011
AT5G66050	description:Wound-responsive	2521
AT5G66052	description:transmembrane	798
AT5G66053		146
AT5G66055	description:ankyrin	2207
AT5G66060	description:2-oxoglutarate	2264
AT5G66070	description:RING/U-box	1545
AT5G66080	description:Protein	2204
AT5G66090	description:cell	1492
AT5G66100	description:winged-helix	2922
AT5G66110	description:Heavy	1149
AT5G66120	description:3-dehydroquinate	2524
AT5G66130	description:RADIATION	3258
AT5G66140	description:proteasome	1601
AT5G66150	description:Glycosyl	5595
AT5G66160	description:receptor	2347
AT5G66170	description:sulfurtransferase	1079
AT5G66180	description:S-adenosyl-L-methionine-dependent	2216
AT5G66190	description:ferredoxin-NADP[+]-oxidoreductase	2235
AT5G66200	description:armadillo	2878
AT5G66210	description:calcium-dependent	3482
AT5G66220	description:Chalcone-flavanone	997
AT5G66230	description:Chalcone-flavanone	2764
AT5G66240	description:Transducin/WD40	2310
AT5G66250	description:kinectin-like	2019
AT5G66260	description:SAUR-like	562
AT5G66270	description:Zinc	2753
AT5G66280	description:GDP-D-mannose	1588
AT5G66290		2281
AT5G66300	description:NAC	1762
AT5G66310	description:ATP	6055
AT5G66320	description:GATA	2139
AT5G66330	description:Leucine-rich	1553
AT5G66335		434
AT5G66340		836
AT5G66350	description:Lateral	2868
AT5G66360	description:Ribosomal	1698
AT5G66370	description:metal	624
AT5G66380	description:folate	2538
AT5G66390	description:Peroxidase	1694
AT5G66400	description:Dehydrin	1150
AT5G66410	description:thioredoxin	2259
AT5G66420	description:TIM-barrel	3503
AT5G66430	description:S-adenosyl-L-methionine-dependent	1389
AT5G66440	description:tRNA-methyltransferase	1257
AT5G66450	description:Phosphatidic	1908
AT5G66460	description:Glycosyl	3297
AT5G66470	description:GTP-binding	2797
AT5G66480	description:bacteriophage	2459
AT5G66490		566
AT5G66500	description:Tetratricopeptide	1686
AT5G66510	CA3	1900
AT5G66520	description:Tetratricopeptide	1957
AT5G66530	description:Galactose	4026
AT5G66540	description:U3	3177
AT5G66550	description:Maf-like	1884
AT5G66560	description:Phototropic-responsive	2665
AT5G66570	description:PS	1889
AT5G66580		1161
AT5G66590	description:CAP	995
AT5G66595		2303
AT5G66600	description:electron	3826
AT5G66607		325
AT5G66610	description:DA1-related	3008
AT5G66620	description:DA1-related	3421
AT5G66630	description:DA1-related	3274
AT5G66631	description:Tetratricopeptide	2095
AT5G66640	description:DA1-related	2556
AT5G66650	description:calcium	4009
AT5G66658		890
AT5G66660	description:pectinesterase,	1471
AT5G66670	description:pectinesterase,	2090
AT5G66675	description:transmembrane	2208
AT5G66680	description:dolichyl-diphosphooligosaccharide-protein	3305
AT5G66690	description:UDP-Glycosyltransferase	1773
AT5G66700	description:homeobox	1610
AT5G66710	description:Protein	2205
AT5G66720	description:Protein	2122
AT5G66730	description:C2H2-like	3152
AT5G66740	description:spindle	1831
AT5G66750	description:chromatin	4294
AT5G66760	description:succinate	4089
AT5G66770	description:GRAS	2608
AT5G66780	description:late	936
AT5G66790	description:Protein	2967
AT5G66800	description:membrane-associated	1311
AT5G66810	description:Ran-binding	3799
AT5G66815	description:transmembrane	637
AT5G66816	description:DNA-directed	599
AT5G66820	description:transmembrane	2237
AT5G66830	description:F-box	1436
AT5G66840	description:SAP	2682
AT5G66850	description:mitogen-activated	3858
AT5G66860	description:Ribosomal	1716
AT5G66870	description:ASYMMETRIC	2956
AT5G66880	description:sucrose	2669
AT5G66890	description:Leucine-rich	1528
AT5G66900	description:Disease	3235
AT5G66910	description:Disease	3247
AT5G66920	description:SKU5	2956
AT5G66930	description:meiotically	1913
AT5G66940	description:Dof-type	896
AT5G66950	description:Pyridoxal	3380
AT5G66960	description:Prolyl	3351
AT5G66970	description:P-loop	680
AT5G66980	description:AP2/B3-like	1283
AT5G66985		740
AT5G66990	description:RWP-RK	1105
AT5G67000	description:Integrase-type	604
AT5G67010	description:Integrase-type	558
AT5G67020		1513
AT5G67030	description:zeaxanthin	3933
AT5G67040	description:F-box	579
AT5G67050	description:alpha/beta-Hydrolases	1819
AT5G67060	description:basic	1175
AT5G67070	description:ralf-like	1357
AT5G67080	description:mitogen-activated	1335
AT5G67090	description:Subtilisin-like	2452
AT5G67100	description:DNA-directed	8133
